query_id,query_text,num_joins,num_filters,num_tables,query_length,has_groupby,has_orderby,uses_index,estimated_rows,estimated_filtered_rows,execution_time
680,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city FROM Orders O JOIN Customers C ON O.customer_id = C.id ORDER BY C.last_name DESC",1,0,2,157,0,1,1,48970.0,48970.0,106.363
681,"SELECT category, COUNT(*), AVG(price), MIN(price), MAX(price), AVG(rating) FROM Products GROUP BY category ORDER BY AVG(price) ASC LIMIT 10",0,0,1,139,1,1,1,4825.0,4825.0,5.8353
682,SELECT * FROM Products WHERE stock_quantity < 373 ORDER BY category ASC LIMIT 25,0,1,1,80,0,1,1,25.0,8.3325,0.1581
683,"SELECT C.id, COUNT(O.id), SUM(O.total_amount) FROM Orders O JOIN Customers C ON O.customer_id = C.id GROUP BY C.id LIMIT 25",1,0,2,123,1,0,1,20.0,20.0,0.2468
684,"SELECT O.id, O.order_date, O.quantity, O.total_amount, P.name, P.category, P.price FROM Orders O JOIN Products P ON O.product_id = P.id WHERE P.rating >= 3.4 AND P.price <= 1777.01 AND O.status = 'Completed'",1,3,2,207,0,0,1,43425.0,1344.87225,20.6015
685,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id WHERE C.city = 'Adkinsberg' OR O.total_amount > 1953.71 OR O.order_date <= '2025-08-25' ORDER BY O.total_amount ASC,1,3,2,179,0,1,1,48970.0,48970.0,167.9787
686,SELECT * FROM Products WHERE price >= 151.0 AND rating >= 2.8 AND price <= 1010.11,0,3,1,82,0,0,0,4825.0,749.3225,8.6599
687,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id ORDER BY O.total_amount ASC",2,0,3,218,0,1,1,43425.0,43425.0,159.8229
688,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id WHERE C.state = 'North Dakota' OR O.status = 'Cancelled' OR O.order_date <= '2024-10-21',1,3,2,152,0,0,1,48970.0,48970.0,45.561
689,SELECT * FROM Orders WHERE status = 'Completed' AND total_amount > 434.97 ORDER BY id DESC,0,2,1,90,0,1,1,49381.0,1644.3873,44.0361
690,"SELECT O.id, O.order_date, O.quantity, O.total_amount, P.name, P.category, P.price FROM Orders O JOIN Products P ON O.product_id = P.id WHERE P.rating >= 4.5 OR P.category = 'Home & Kitchen' ORDER BY O.order_date DESC LIMIT 500",1,2,2,227,0,1,1,49381.0,19752.4,14.6844
691,"SELECT category, COUNT(*), AVG(price), MIN(price), MAX(price), AVG(rating) FROM Products GROUP BY category",0,0,1,106,1,0,1,4825.0,4825.0,2.8008
692,"SELECT description, rating FROM Products WHERE price <= 1371.86 AND stock_quantity < 388",0,2,1,88,0,0,0,4825.0,1165.2375,2.1294
693,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id",2,0,3,190,0,0,1,43425.0,43425.0,73.5852
694,"SELECT category, COUNT(*), AVG(price), MIN(price), MAX(price), AVG(rating) FROM Products GROUP BY category ORDER BY AVG(price) DESC LIMIT 25",0,0,1,140,1,1,1,4825.0,4825.0,6.8979
695,"SELECT O.id, O.order_date, O.quantity, O.total_amount, P.name, P.category, P.price FROM Orders O JOIN Products P ON O.product_id = P.id WHERE O.status = 'Shipped'",1,1,2,162,0,0,1,49381.0,4938.1,11.2154
696,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city FROM Orders O JOIN Customers C ON O.customer_id = C.id WHERE O.order_date <= '2025-10-03' AND O.total_amount > 591.56",1,2,2,194,0,0,1,49381.0,8226.8746,39.7616
697,"SELECT order_date, COUNT(*), SUM(total_amount), AVG(total_amount) FROM Orders GROUP BY order_date ORDER BY SUM(total_amount) ASC",0,0,1,128,1,1,1,49381.0,49381.0,26.8777
698,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE P.price >= 41.07",2,1,3,213,0,0,1,43425.0,43425.0,72.306
699,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE C.city = 'Alexanderview' LIMIT 10",2,1,3,230,0,0,1,5.0,5.0,4.0935
700,"SELECT last_name, phone, email FROM Customers WHERE city = 'Alexanderfort' AND email LIKE '%patricia.brown.4197%'",0,2,1,113,0,0,1,1.0,0.11109999999999999,0.105
701,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE P.category = 'Sports' OR C.state = 'Connecticut' OR P.price >= 555.22 OR C.city = 'Allenbury' ORDER BY O.order_date DESC LIMIT 100,2,4,3,239,0,1,1,100.0,100.0,0.7097
702,"SELECT city, COUNT(*), GROUP_CONCAT(SUBSTRING(email, 1, 5)) FROM Customers GROUP BY city ORDER BY COUNT(*) DESC LIMIT 250",0,0,1,121,1,1,1,9794.0,9794.0,8.1159
703,"SELECT order_date, product_id, status FROM Orders WHERE order_date >= '2026-05-28'",0,1,1,82,0,0,1,2292.0,2292.0,2.2594
704,SELECT * FROM Customers ORDER BY phone ASC,0,0,1,42,0,1,0,9794.0,9794.0,17.7221
705,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE C.city = 'Alexstad' OR P.category = 'Automotive' ORDER BY P.price ASC LIMIT 250",2,2,3,276,0,1,1,225.0,225.0,4.0181
706,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id WHERE C.city = 'Alexanderberg' ORDER BY C.city ASC,1,1,2,114,0,1,1,5.0,5.0,0.1473
707,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city FROM Orders O JOIN Customers C ON O.customer_id = C.id WHERE O.order_date <= '2025-01-04' ORDER BY C.city ASC",1,1,2,186,0,1,1,49381.0,24507.7903,34.0553
708,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id WHERE O.order_date <= '2025-11-12' ORDER BY O.order_date ASC,1,1,2,124,0,1,1,49381.0,24690.5,90.0789
709,SELECT * FROM Products WHERE category = 'Books' OR stock_quantity < 230,0,2,1,71,0,0,0,4825.0,1930.0,9.296
710,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city FROM Orders O JOIN Customers C ON O.customer_id = C.id WHERE O.total_amount > 370.06 OR C.state = 'Rhode Island' OR O.order_date <= '2024-08-13' LIMIT 100",1,3,2,231,0,0,1,48970.0,48970.0,0.5877
711,SELECT * FROM Orders O JOIN Products P ON O.product_id = P.id,1,0,2,61,0,0,1,43425.0,43425.0,127.1057
712,"SELECT city, COUNT(*), GROUP_CONCAT(SUBSTRING(email, 1, 5)) FROM Customers GROUP BY city ORDER BY COUNT(*) DESC LIMIT 100",0,0,1,121,1,1,1,9794.0,9794.0,16.1716
713,"SELECT C.state, P.category, SUM(O.total_amount), COUNT(O.id) FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id GROUP BY C.state, P.category",2,0,3,183,1,0,1,43425.0,43425.0,75.985
714,"SELECT state, COUNT(*), GROUP_CONCAT(SUBSTRING(email, 1, 5)) FROM Customers GROUP BY state LIMIT 500",0,0,1,100,1,0,0,9794.0,9794.0,5.1381
715,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE P.price >= 1392.36 AND C.city = 'Aliciashire' ORDER BY P.price ASC,2,2,3,175,0,1,1,5.0,1.5045,0.1869
716,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE C.city = 'Aaronland' ORDER BY C.last_name DESC LIMIT 250,2,1,3,165,0,1,1,5.0,5.0,0.1847
717,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE C.state = 'Indiana' AND C.city = 'Alanborough' ORDER BY P.price DESC LIMIT 100",2,2,3,275,0,1,1,5.0,0.5,0.1154
718,"SELECT C.state, COUNT(O.id), SUM(O.total_amount) FROM Orders O JOIN Customers C ON O.customer_id = C.id GROUP BY C.state ORDER BY SUM(O.total_amount) ASC LIMIT 100",1,0,2,163,1,1,1,48970.0,48970.0,38.9865
719,"SELECT C.city, COUNT(O.id), SUM(O.total_amount) FROM Orders O JOIN Customers C ON O.customer_id = C.id GROUP BY C.city",1,0,2,118,1,0,1,48970.0,48970.0,34.2836
720,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id WHERE C.state = 'Virginia' AND O.total_amount > 227.26 AND O.order_date <= '2025-05-26' LIMIT 500,1,3,2,161,0,0,1,48970.0,815.8402000000001,4.0526
721,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id LIMIT 500",2,0,3,200,0,0,1,43425.0,43425.0,1.096
722,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE P.category = 'Clothing' OR C.city = 'Adamsmouth' ORDER BY C.last_name ASC,2,2,3,182,0,1,1,43425.0,43425.0,107.1735
723,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE P.price >= 1609.57,2,1,3,127,0,0,1,8379.0,8379.0,36.5858
724,SELECT * FROM Orders O JOIN Products P ON O.product_id = P.id LIMIT 100,1,0,2,71,0,0,1,43425.0,43425.0,2.3443
725,"SELECT rating, stock_quantity, description, id FROM Products ORDER BY stock_quantity ASC",0,0,1,88,0,1,0,4825.0,4825.0,6.8818
726,"SELECT description, rating, price, id FROM Products WHERE price <= 1371.86 LIMIT 100",0,1,1,84,0,0,1,3496.0,3496.0,0.4195
727,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE C.state = 'Kansas' OR O.status = 'Refunded' ORDER BY O.total_amount DESC",2,2,3,269,0,1,1,43425.0,43425.0,62.2187
728,SELECT * FROM Products WHERE price >= 1609.57 OR category = 'Garden' OR price <= 1286.91,0,3,1,88,0,0,0,4825.0,2895.0,9.9922
729,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id LIMIT 250",2,0,3,200,0,0,1,43425.0,43425.0,1.0216
730,"SELECT id, total_amount, customer_id FROM Orders WHERE quantity > 3 AND status = 'Cancelled'",0,2,1,92,0,0,0,49381.0,1644.3873,7.4168
731,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE C.city = 'Aguirrechester' AND O.order_date >= '2025-10-17' AND P.price >= 191.5 AND P.category = 'Books'",2,4,3,301,0,0,1,5.0,0.2375,0.1697
732,SELECT * FROM Customers WHERE city = 'Aaronbury' OR email LIKE '%kimberly.lloyd.207%' OR state = 'West Virginia' ORDER BY state DESC,0,3,1,132,0,1,0,9794.0,1959.7794000000004,4.3222
733,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE C.city = 'Acevedoberg' AND C.state = 'Montana' AND P.category = 'Garden' AND O.order_date >= '2024-11-02' ORDER BY O.order_date ASC LIMIT 25",2,4,3,337,0,1,1,5.0,0.02435,0.1454
734,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city FROM Orders O JOIN Customers C ON O.customer_id = C.id WHERE O.status = 'Cancelled' LIMIT 50",1,1,2,169,0,0,1,49381.0,4938.1,0.337
735,SELECT * FROM Orders O JOIN Products P ON O.product_id = P.id WHERE P.price <= 183.87 OR O.quantity >= 2,1,2,2,104,0,0,1,43425.0,43425.0,103.0733
736,"SELECT status, COUNT(*), SUM(total_amount), AVG(total_amount) FROM Orders GROUP BY status ORDER BY SUM(total_amount) ASC",0,0,1,120,1,1,0,49381.0,49381.0,23.2677
737,"SELECT C.state, P.category, SUM(O.total_amount), COUNT(O.id) FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id GROUP BY C.state, P.category",2,0,3,183,1,0,1,43425.0,43425.0,68.9722
738,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id,2,0,3,102,0,0,1,43425.0,43425.0,184.726
739,"SELECT stock_quantity, description, rating FROM Products WHERE price >= 1574.12 AND price <= 757.03 AND category = 'Automotive' ORDER BY id DESC",0,3,1,144,0,1,0,1.0,1.0,11.8945
740,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id LIMIT 50,1,0,2,72,0,0,1,48970.0,48970.0,0.3611
741,"SELECT O.id, O.order_date, O.quantity, O.total_amount, P.name, P.category, P.price FROM Orders O JOIN Products P ON O.product_id = P.id WHERE P.price <= 1168.87 AND O.quantity >= 3 ORDER BY P.rating DESC LIMIT 250",1,2,2,213,0,1,1,43425.0,8996.760234,2.4991
742,SELECT * FROM Customers WHERE email LIKE '%theodore.bryant.5368%' OR state = 'Illinois' ORDER BY last_name ASC LIMIT 100,0,2,1,120,0,1,0,9794.0,1958.8000000000002,5.616
743,"SELECT city, COUNT(*), GROUP_CONCAT(SUBSTRING(email, 1, 5)) FROM Customers GROUP BY city LIMIT 500",0,0,1,98,1,0,1,637.0,637.0,0.7515
744,SELECT * FROM Orders O JOIN Products P ON O.product_id = P.id,1,0,2,61,0,0,1,43425.0,43425.0,136.0523
745,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id,1,0,2,63,0,0,1,48970.0,48970.0,122.6072
746,"SELECT first_name, email FROM Customers ORDER BY first_name DESC",0,0,1,64,0,1,0,9794.0,9794.0,23.1693
747,SELECT * FROM Products WHERE rating >= 3.8 ORDER BY description ASC,0,1,1,67,0,1,0,4825.0,1608.1725,7.7795
748,"SELECT O.id, O.order_date, O.quantity, O.total_amount, P.name, P.category, P.price FROM Orders O JOIN Products P ON O.product_id = P.id WHERE P.price <= 450.77",1,1,2,159,0,0,1,10287.0,10287.0,21.761
749,SELECT * FROM Customers WHERE country = 'Namibia' AND state = 'Arkansas' LIMIT 500,0,2,1,82,0,0,0,9794.0,97.94,5.2257
750,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id ORDER BY P.price ASC LIMIT 50,2,0,3,132,0,1,1,45.0,45.0,0.4166
751,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE P.category = 'Beauty'",2,1,3,218,0,0,1,4275.0,4275.0,7.3216
752,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id WHERE O.order_date <= '2025-08-14' OR O.status = 'Cancelled' OR C.city = 'Alexanderchester',1,3,2,155,0,0,1,48970.0,48970.0,67.6327
753,"SELECT O.id, O.order_date, O.quantity, O.total_amount, P.name, P.category, P.price FROM Orders O JOIN Products P ON O.product_id = P.id WHERE O.quantity >= 3 AND O.status = 'Refunded' AND P.category = 'Electronics' ORDER BY O.total_amount ASC",1,3,2,242,0,1,1,4536.0,151.0488,8.4147
754,"SELECT created_at, first_name FROM Customers WHERE email LIKE '%larry.smith.564%' ORDER BY first_name DESC LIMIT 50",0,1,1,115,0,1,0,9794.0,1088.1134,3.1017
755,SELECT * FROM Orders O JOIN Products P ON O.product_id = P.id WHERE P.price <= 121.6 OR O.quantity >= 4 ORDER BY O.order_date ASC LIMIT 500,1,2,2,139,0,1,1,49381.0,49381.0,17.895
756,SELECT * FROM Orders WHERE status = 'Completed' OR quantity > 3 LIMIT 10,0,2,1,72,0,0,0,49381.0,19752.4,0.2859
757,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city FROM Orders O JOIN Customers C ON O.customer_id = C.id WHERE C.state = 'South Dakota' LIMIT 10",1,1,2,171,0,0,1,48970.0,4897.0,0.1817
758,"SELECT quantity, product_id, order_date FROM Orders WHERE quantity > 2 OR total_amount > 842.5",0,2,1,94,0,0,0,49381.0,27431.1455,33.9467
759,"SELECT email, last_name, country FROM Customers",0,0,1,47,0,0,0,9794.0,9794.0,5.646
760,"SELECT quantity, order_date, status, customer_id FROM Orders WHERE quantity > 3 AND order_date >= '2025-10-13'",0,2,1,110,0,0,0,49381.0,8226.8746,7.2491
761,SELECT * FROM Orders O JOIN Products P ON O.product_id = P.id WHERE O.status = 'Completed',1,1,2,90,0,0,1,49381.0,4938.1,88.1634
762,SELECT * FROM Orders O JOIN Products P ON O.product_id = P.id ORDER BY P.price ASC,1,0,2,82,0,1,1,43425.0,43425.0,155.2601
763,"SELECT phone, last_name FROM Customers WHERE city = 'Alexandriaport' AND country = 'Namibia' ORDER BY phone ASC",0,2,1,111,0,1,1,1.0,0.1,7.6282
764,SELECT * FROM Orders O JOIN Products P ON O.product_id = P.id LIMIT 10,1,0,2,70,0,0,1,43425.0,43425.0,0.2751
765,"SELECT status, COUNT(*), SUM(total_amount), AVG(total_amount) FROM Orders GROUP BY status LIMIT 100",0,0,1,99,1,0,0,49381.0,49381.0,28.2334
766,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE O.status = 'Refunded' OR C.state = 'Wyoming' OR P.price >= 842.5 ORDER BY O.order_date ASC LIMIT 250",2,3,3,297,0,1,1,49381.0,49381.0,18.0817
767,SELECT * FROM Orders O JOIN Products P ON O.product_id = P.id,1,0,2,61,0,0,1,43425.0,43425.0,145.6035
768,"SELECT status, COUNT(*), SUM(total_amount), AVG(total_amount) FROM Orders GROUP BY status",0,0,1,89,1,0,0,49381.0,49381.0,29.2752
769,"SELECT O.id, O.order_date, O.quantity, O.total_amount, P.name, P.category, P.price FROM Orders O JOIN Products P ON O.product_id = P.id WHERE P.category = 'Health' OR O.quantity >= 4 OR O.status = 'Completed' ORDER BY O.order_date DESC",1,3,2,235,0,1,1,43425.0,43425.0,123.7131
770,"SELECT O.id, O.order_date, O.quantity, O.total_amount, P.name, P.category, P.price FROM Orders O JOIN Products P ON O.product_id = P.id WHERE O.quantity >= 1",1,1,2,157,0,0,1,49381.0,16458.687299999998,98.0559
771,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id WHERE C.city = 'Aliciaville' LIMIT 500,1,1,2,102,0,0,1,5.0,5.0,3.5882
772,SELECT * FROM Customers WHERE email LIKE '%sarah.moore.4217%' OR state = 'Iowa' OR city = 'Alejandroburgh' LIMIT 10,0,3,1,115,0,0,0,9794.0,1959.7794000000004,0.2831
773,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE C.state = 'Kansas'",2,1,3,215,0,0,1,48970.0,4897.0,3.9196
774,SELECT * FROM Orders O JOIN Products P ON O.product_id = P.id WHERE O.status = 'Completed' OR P.price <= 977.21 OR P.category = 'Electronics' ORDER BY P.rating ASC,1,3,2,163,0,1,1,43425.0,43425.0,111.6308
775,"SELECT O.id, O.order_date, O.quantity, O.total_amount, P.name, P.category, P.price FROM Orders O JOIN Products P ON O.product_id = P.id ORDER BY P.price ASC",1,0,2,156,0,1,1,43425.0,43425.0,105.7145
776,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city FROM Orders O JOIN Customers C ON O.customer_id = C.id WHERE O.status = 'Refunded'",1,1,2,159,0,0,1,49381.0,4938.1,12.54
777,"SELECT C.state, COUNT(O.id), SUM(O.total_amount) FROM Orders O JOIN Customers C ON O.customer_id = C.id GROUP BY C.state ORDER BY SUM(O.total_amount) ASC",1,0,2,153,1,1,1,48970.0,48970.0,47.7301
778,"SELECT O.id, O.order_date, O.quantity, O.total_amount, P.name, P.category, P.price FROM Orders O JOIN Products P ON O.product_id = P.id",1,0,2,135,0,0,1,43425.0,43425.0,82.9289
779,SELECT * FROM Customers WHERE email LIKE '%ronald.snyder.4740%' LIMIT 500,0,1,1,73,0,0,0,9794.0,1088.1134,6.4957
780,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE C.city = 'Alvarezchester' OR P.price >= 191.5 ORDER BY O.total_amount ASC,2,2,3,182,0,1,1,43425.0,43425.0,292.5677
781,SELECT * FROM Customers,0,0,1,23,0,0,0,9794.0,9794.0,23.4257
782,"SELECT state, COUNT(*), GROUP_CONCAT(SUBSTRING(email, 1, 5)) FROM Customers GROUP BY state ORDER BY COUNT(*) ASC",0,0,1,112,1,1,0,9794.0,9794.0,8.2559
783,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE O.status = 'Refunded' AND O.order_date >= '2024-12-03',2,2,3,163,0,0,1,49381.0,2469.05,10.4019
784,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE C.city = 'Acostabury'",2,1,3,218,0,0,1,5.0,5.0,0.3185
785,SELECT * FROM Products WHERE category = 'Sports' LIMIT 50,0,1,1,57,0,0,1,493.0,493.0,0.2059
786,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city FROM Orders O JOIN Customers C ON O.customer_id = C.id",1,0,2,131,0,0,1,48970.0,48970.0,70.4647
787,SELECT * FROM Customers WHERE city = 'Aaronstad' AND country = 'Morocco',0,2,1,72,0,0,1,1.0,0.1,2.9192
788,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id ORDER BY O.total_amount DESC LIMIT 250,1,0,2,102,0,1,1,49381.0,49381.0,27.0619
789,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE C.city = 'Alvarezfort',2,1,3,131,0,0,1,5.0,5.0,0.2192
790,SELECT * FROM Customers,0,0,1,23,0,0,0,9794.0,9794.0,11.5578
791,"SELECT city, COUNT(*), GROUP_CONCAT(SUBSTRING(email, 1, 5)) FROM Customers GROUP BY city ORDER BY COUNT(*) ASC",0,0,1,110,1,1,1,9794.0,9794.0,13.294
792,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id ORDER BY O.order_date DESC,1,0,2,90,0,1,1,48970.0,48970.0,193.1432
793,"SELECT category, COUNT(*), AVG(price), MIN(price), MAX(price), AVG(rating) FROM Products GROUP BY category ORDER BY AVG(price) DESC",0,0,1,131,1,1,1,4825.0,4825.0,10.8454
794,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id",2,0,3,190,0,0,1,43425.0,43425.0,72.5523
795,"SELECT O.id, O.order_date, O.quantity, O.total_amount, P.name, P.category, P.price FROM Orders O JOIN Products P ON O.product_id = P.id WHERE O.quantity >= 2 AND P.price <= 1523.12",1,2,2,180,0,0,1,49381.0,13138.970071589998,64.9403
796,SELECT * FROM Orders O JOIN Products P ON O.product_id = P.id WHERE O.quantity >= 3 OR O.status = 'Completed' LIMIT 25,1,2,2,118,0,0,1,49381.0,19752.4,2.1371
797,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE C.state = 'Arizona' ORDER BY O.total_amount DESC LIMIT 250,2,1,3,167,0,1,1,48970.0,4897.0,7.1542
798,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id LIMIT 50,1,0,2,72,0,0,1,48970.0,48970.0,0.3405
799,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE P.price >= 477.85 AND O.status = 'Pending' AND P.category = 'Health'",2,3,3,265,0,0,1,4401.0,345.69854999999995,3.203
800,"SELECT category, COUNT(*), AVG(price), MIN(price), MAX(price), AVG(rating) FROM Products GROUP BY category",0,0,1,106,1,0,1,4825.0,4825.0,2.8481
801,"SELECT city, COUNT(*), GROUP_CONCAT(SUBSTRING(email, 1, 5)) FROM Customers GROUP BY city ORDER BY COUNT(*) DESC",0,0,1,111,1,1,1,9794.0,9794.0,11.4781
802,SELECT * FROM Orders O JOIN Products P ON O.product_id = P.id WHERE P.price <= 227.26 OR O.status = 'Refunded' ORDER BY O.order_date DESC,1,2,2,137,0,1,1,43425.0,43425.0,52.782
803,SELECT * FROM Orders WHERE total_amount > 1010.11 OR status = 'Refunded' ORDER BY product_id DESC,0,2,1,97,0,1,0,49381.0,19752.4,68.4084
804,"SELECT C.state, P.category, SUM(O.total_amount), COUNT(O.id) FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id GROUP BY C.state, P.category ORDER BY SUM(O.total_amount) ASC",2,0,3,216,1,1,1,43425.0,43425.0,71.8569
805,SELECT * FROM Products WHERE stock_quantity < 230 AND category = 'Electronics' LIMIT 250,0,2,1,88,0,0,1,504.0,167.98319999999998,0.6016
806,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city FROM Orders O JOIN Customers C ON O.customer_id = C.id WHERE C.city = 'Adamsland' AND O.total_amount > 1953.71 AND C.state = 'Georgia' ORDER BY O.order_date DESC",1,3,2,238,0,1,1,15.0,0.49995000000000006,0.1334
807,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id ORDER BY O.total_amount ASC,2,0,3,130,0,1,1,43425.0,43425.0,340.3931
808,"SELECT status, quantity, product_id, customer_id FROM Orders ORDER BY id DESC",0,0,1,77,0,1,1,49381.0,49381.0,38.8059
809,SELECT * FROM Orders O JOIN Products P ON O.product_id = P.id WHERE P.rating >= 3.3 ORDER BY P.price ASC,1,1,2,104,0,1,1,43425.0,14473.5525,57.7843
810,SELECT * FROM Orders O JOIN Products P ON O.product_id = P.id WHERE O.status = 'Refunded' OR P.price <= 26.48 LIMIT 25,1,2,2,118,0,0,1,43425.0,43425.0,2.7868
811,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE P.category = 'Toys' OR O.order_date >= '2025-12-01' ORDER BY O.order_date ASC",2,2,3,274,0,1,1,43425.0,43425.0,97.9577
812,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city FROM Orders O JOIN Customers C ON O.customer_id = C.id WHERE O.order_date <= '2024-12-30' AND O.total_amount > 926.78 LIMIT 100",1,2,2,204,0,0,1,23598.0,7865.2134,3.0915
813,"SELECT last_name, state FROM Customers WHERE country = 'Namibia' OR city = 'Acostabury' ORDER BY city ASC",0,2,1,105,0,1,0,9794.0,980.3793999999999,2.2568
